epoch,step,seen_frames,total_loss,rho_loss,potential_loss,pc_loss,alpha_loss_mean,phi_loss_mean,rank_loss_mean,correlation_mean,spearman_correlation_mean,slope_mean,PC1_alpha_loss,PC1_phi_loss,PC1_rank_loss,PC1_correlation,PC1_spearman_correlation,PC1_slope,PC2_alpha_loss,PC2_phi_loss,PC2_rank_loss,PC2_correlation,PC2_spearman_correlation,PC2_slope
36,4824,40000,66.25534057617188,0.0007424626382999122,0.017120657488703728,66.23748016357422,0.18049722909927368,15.069014549255371,0.0,0.4273343086242676,0.5729968547821045,16.487163543701172,5.901414988329634e-05,1.7108618021011353,0.0,0.19395041465759277,0.20473462343215942,6.4350738525390625,0.3609354496002197,28.427167892456055,0.0,0.6607182025909424,0.9412591457366943,26.53925323486328
37,4958,40000,51.42311477661133,0.0006926655187271535,0.00954617653042078,51.41287612915039,0.2475452572107315,0.9519152641296387,0.0,0.5138561725616455,0.6018722057342529,19.91448211669922,0.0013924469240009785,1.3828860521316528,0.0,0.2199072241783142,0.2315618395805359,7.494882583618164,0.4936980605125427,0.5209445357322693,0.0,0.8078051805496216,0.9721826314926147,32.33407974243164
38,5092,40000,56.1932258605957,0.0006936145364306867,0.015787390992045403,56.1767463684082,0.26726555824279785,1.3618199825286865,0.0,0.5243611335754395,0.5988368391990662,19.94654655456543,0.0002975344832520932,1.193853735923767,0.0,0.20581305027008057,0.21624016761779785,6.893148899078369,0.534233570098877,1.5297861099243164,0.0,0.8429092168807983,0.9814335107803345,32.999942779541016
39,5226,40000,53.603450775146484,0.0004911951837129891,0.0385713204741478,53.564388275146484,0.21439528465270996,5.34266471862793,0.0,0.45639264583587646,0.5754927396774292,17.480857849121094,0.0005340906791388988,1.6553730964660645,0.0,0.18091705441474915,0.186964213848114,6.109344005584717,0.42825648188591003,9.029956817626953,0.0,0.7318682670593262,0.9640212655067444,28.852373123168945
40,5360,40000,48.727264404296875,0.0005046750884503126,0.01336683239787817,48.71339416503906,0.2361626774072647,0.7404286861419678,0.0,0.504639208316803,0.5901527404785156,19.6726016998291,0.0005406249547377229,0.8825318217277527,0.0,0.2131372094154358,0.21918433904647827,7.137295722961426,0.4717847406864166,0.5983254909515381,0.0,0.7961412072181702,0.9611210823059082,32.207908630371094
41,5494,40000,68.28240966796875,0.0008895145147107542,0.019325491040945053,68.26219177246094,0.1818627268075943,15.944820404052734,0.0,0.4331539571285248,0.5697611570358276,16.30673599243164,5.110198617330752e-05,1.5513062477111816,0.0,0.19310885667800903,0.20190107822418213,6.287230014801025,0.3636743426322937,30.338335037231445,0.0,0.6731990575790405,0.9376212358474731,26.32624053955078
42,5628,40000,79.38106536865234,0.0006926937494426966,0.0234077088534832,79.35696411132812,0.16091208159923553,23.5872745513916,0.0,0.42358827590942383,0.5745068788528442,16.272035598754883,0.001370748970657587,1.723256230354309,0.0,0.22243544459342957,0.22945165634155273,7.407286167144775,0.320453405380249,45.4512939453125,0.0,0.6247411370277405,0.9195621013641357,25.13678550720215
43,5762,40000,75.76982879638672,0.0008560656569898129,0.045519985258579254,75.72344970703125,0.16277851164340973,21.583873748779297,0.0,0.42301851511001587,0.5676232576370239,16.199033737182617,0.00036797733628191054,1.1736030578613281,0.0,0.21112972497940063,0.2156239151954651,6.9545159339904785,0.3251890540122986,41.994144439697266,0.0,0.6349073052406311,0.9196226000785828,25.443552017211914
44,5896,40000,56.577213287353516,0.0007157049258239567,0.01379987969994545,56.56269836425781,0.26679036021232605,1.6023132801055908,0.0,0.5096201300621033,0.5878365635871887,19.572696685791016,0.0004143656406085938,1.620923638343811,0.0,0.1816880851984024,0.19110959768295288,6.126178741455078,0.5331663489341736,1.5837030410766602,0.0,0.8375521302223206,0.9845635294914246,33.01921463012695
45,6030,40000,114.84738159179688,0.000662502134218812,0.010842242278158665,114.83587646484375,0.3545106053352356,21.96687889099121,0.0,0.6096420288085938,0.6142764091491699,22.968385696411133,0.0017479521920904517,1.199857234954834,0.0,0.2249194085597992,0.23357045650482178,7.600478649139404,0.7072732448577881,42.73390197753906,0.0,0.9943646192550659,0.9949823021888733,38.3362922668457
46,6164,40000,147.63577270507812,0.0005874531343579292,0.01713053323328495,147.61805725097656,0.3530353605747223,38.5054931640625,0.0,0.5967259407043457,0.6004208326339722,23.60822296142578,4.1438750486122444e-05,0.8070563673973083,0.0,0.19957008957862854,0.20642292499542236,6.679068565368652,0.7060292959213257,76.20393371582031,0.0,0.9938818216323853,0.9944187998771667,40.537376403808594
47,6298,40000,51.12282180786133,0.0006154419970698655,0.015043351799249649,51.10716247558594,0.22673556208610535,2.880023717880249,0.0,0.4813399612903595,0.5896086692810059,18.317731857299805,0.00010317711712559685,1.0697894096374512,0.0,0.20422126352787018,0.2092389464378357,6.929105758666992,0.4533679485321045,4.690258026123047,0.0,0.75845867395401,0.9699783325195312,29.706357955932617
48,6432,40000,61.054012298583984,0.0005001033423468471,0.01184688601642847,61.041664123535156,0.2133418172597885,9.186652183532715,0.0,0.4706226885318756,0.588347315788269,17.315759658813477,0.00029572113999165595,1.05941903591156,0.0,0.21018242835998535,0.21385782957077026,6.948989391326904,0.4263879060745239,17.313884735107422,0.0,0.7310629487037659,0.9628368020057678,27.682531356811523
49,6566,40000,147.77438354492188,0.000826057221274823,0.013821166940033436,147.75973510742188,0.13130289316177368,60.74958038330078,0.0,0.38817447423934937,0.5582790374755859,14.244285583496094,0.0016877399757504463,1.5050859451293945,0.0,0.23109963536262512,0.22684311866760254,7.571108818054199,0.2609180510044098,119.99407196044922,0.0,0.545249342918396,0.8897148966789246,20.917463302612305
50,6700,40000,77.29701232910156,0.0007022967911325395,0.014878508634865284,77.28143310546875,0.1888912171125412,19.7515926361084,0.0,0.4407905340194702,0.577193558216095,16.278039932250977,5.7345154345966876e-05,1.094516396522522,0.0,0.2053314447402954,0.20537781715393066,6.9079108238220215,0.37772509455680847,38.408668518066406,0.0,0.676249623298645,0.9490092992782593,25.648168563842773
51,6834,40000,144.34764099121094,0.0005492645432241261,0.015273102559149265,144.33181762695312,0.3526449203491211,36.90141677856445,0.0,0.5985341668128967,0.6019793748855591,23.5235595703125,0.00011107941827503964,0.7537391185760498,0.0,0.20350179076194763,0.20994067192077637,6.692571640014648,0.7051787376403809,73.0490951538086,0.0,0.9935665726661682,0.9940181374549866,40.354549407958984
52,6968,40000,55.36862564086914,0.0005570682696998119,0.01138518936932087,55.35668182373047,0.20445115864276886,7.233224391937256,0.0,0.4701610505580902,0.5861403942108154,17.708885192871094,0.0007691109785810113,0.8967596292495728,0.0,0.21923033893108368,0.21998262405395508,7.241555213928223,0.40813320875167847,13.56968879699707,0.0,0.7210917472839355,0.9522982239723206,28.17621612548828
53,7102,40000,51.31133270263672,0.0006064193439669907,0.011615083552896976,51.299110412597656,0.21518386900424957,4.131166934967041,0.0,0.4663090705871582,0.5839509963989258,17.911338806152344,4.8603960749460384e-06,1.0382975339889526,0.0,0.2015952616930008,0.20152169466018677,6.632441997528076,0.43036288022994995,7.224036693572998,0.0,0.7310228943824768,0.9663803577423096,29.190237045288086
54,7236,40000,79.00569152832031,0.0006016313564032316,0.014172213152050972,78.99092102050781,0.18354451656341553,21.141010284423828,0.0,0.43371912837028503,0.5701588988304138,16.025230407714844,9.322945516032632e-06,1.4450156688690186,0.0,0.19923348724842072,0.19704443216323853,6.532287120819092,0.3670797049999237,40.837005615234375,0.0,0.6682047843933105,0.9432733654975891,25.518173217773438
55,7370,40000,53.183990478515625,0.0004886105889454484,0.010969153605401516,53.17253112792969,0.2583296597003937,0.7533005475997925,0.0,0.5162530541419983,0.5952006578445435,19.224807739257812,0.00018256358453072608,0.9205346703529358,0.0,0.21008560061454773,0.20899134874343872,7.033260345458984,0.5164767503738403,0.5860664248466492,0.0,0.8224205374717712,0.981410026550293,31.416357040405273
56,7504,40000,54.744384765625,0.0005698350141756237,0.010681480169296265,54.73313522338867,0.2578437328338623,1.5821938514709473,0.0,0.5104179382324219,0.5880184769630432,19.876667022705078,2.326039975741878e-05,0.894395649433136,0.0,0.19638267159461975,0.19681012630462646,6.553581714630127,0.5156642198562622,2.2699921131134033,0.0,0.8244531750679016,0.97922682762146,33.19975280761719
57,7638,40000,54.19475555419922,0.0005238086450845003,0.01870659738779068,54.1755256652832,0.2653244435787201,0.5553185939788818,0.0,0.5205775499343872,0.5936620831489563,19.406902313232422,4.0963121136883274e-05,0.9014832973480225,0.0,0.20515991747379303,0.20378661155700684,6.741354942321777,0.5306079387664795,0.2091539353132248,0.0,0.8359951972961426,0.9835375547409058,32.07244873046875
58,7772,40000,113.52323913574219,0.0004871906712651253,0.014741244725883007,113.50801086425781,0.3511998653411865,21.63401985168457,0.0,0.5978268384933472,0.5946594476699829,22.56075096130371,1.900290953926742e-05,0.835032045841217,0.0,0.20295298099517822,0.1967933177947998,6.802128791809082,0.7023807168006897,42.433006286621094,0.0,0.9927006959915161,0.9925256371498108,38.319374084472656
59,7906,40000,53.14490509033203,0.0006380442646332085,0.010531547479331493,53.13373565673828,0.25559476017951965,1.0073920488357544,0.0,0.516775369644165,0.5921764969825745,18.9527530670166,0.0001747742498992011,0.8162543773651123,0.0,0.21033766865730286,0.2082405686378479,6.981321334838867,0.5110147595405579,1.1985297203063965,0.0,0.8232130408287048,0.976112425327301,30.924184799194336
60,8040,40000,50.39975357055664,0.0006969409296289086,0.0173550583422184,50.3817024230957,0.2277558445930481,2.4152653217315674,0.0,0.4785594344139099,0.5844622850418091,18.24839973449707,1.061780858435668e-05,0.9090787768363953,0.0,0.19888122379779816,0.1969395875930786,6.5761003494262695,0.45550107955932617,3.921452045440674,0.0,0.7582376599311829,0.9719850420951843,29.920698165893555
61,8174,40000,151.24844360351562,0.0006226827972568572,0.012015189044177532,151.23580932617188,0.11532198637723923,64.08570098876953,0.0,0.3599849045276642,0.5296786427497864,13.542346954345703,3.767228190554306e-05,1.2175136804580688,0.0,0.20137248933315277,0.19401764869689941,6.5105719566345215,0.2306063026189804,126.95389556884766,0.0,0.5185973048210144,0.8653396368026733,20.574121475219727
62,8308,40000,63.32111740112305,0.0006000277353450656,0.008316684514284134,63.31220245361328,0.17766369879245758,13.889731407165527,0.0,0.4260282516479492,0.5614570379257202,16.454774856567383,0.00023827358381822705,1.328764796257019,0.0,0.19236233830451965,0.18658584356307983,6.215152740478516,0.35508912801742554,26.450698852539062,0.0,0.6596941947937012,0.9363282918930054,26.69439697265625
63,8442,40000,53.883853912353516,0.000371104251826182,0.010287579149007797,53.87319564819336,0.2590630054473877,1.0302971601486206,0.0,0.5259783267974854,0.599943220615387,20.09640884399414,0.0010308193741366267,0.6970061659812927,0.0,0.22137345373630524,0.22395819425582886,7.276515483856201,0.5170952081680298,1.3635880947113037,0.0,0.8305832147598267,0.9759282469749451,32.91630172729492
64,8576,40000,50.30753707885742,0.0005151493824087083,0.00978271383792162,50.297237396240234,0.2446087896823883,0.6877410411834717,0.0,0.520270586013794,0.5983152985572815,19.655792236328125,0.0019428597297519445,1.1282498836517334,0.0,0.23097053170204163,0.23136377334594727,7.6919755935668945,0.487274706363678,0.24723215401172638,0.0,0.8095706105232239,0.9652668237686157,31.619609832763672
65,8710,40000,119.7246322631836,0.0005316941533237696,0.011711690574884415,119.71238708496094,0.3514818549156189,24.708005905151367,0.0,0.6004213094711304,0.5995869636535645,22.797021865844727,0.00010544958058744669,0.49062877893447876,0.0,0.208181694149971,0.2062056064605713,6.791691780090332,0.7028582692146301,48.925384521484375,0.0,0.9926608800888062,0.9929682612419128,38.80235290527344
66,8844,40000,58.30611801147461,0.0004877110477536917,0.0135347880423069,58.29209518432617,0.2591164708137512,3.234401226043701,0.0,0.5391170978546143,0.6080598831176758,20.98779296875,0.003954521380364895,1.7647929191589355,0.0,0.24082379043102264,0.24783241748809814,8.063311576843262,0.5142784118652344,4.704009532928467,0.0,0.8374103903770447,0.9682873487472534,33.91227340698242
67,8978,40000,61.20920181274414,0.0005714850267395377,0.012712529860436916,61.195919036865234,0.2682839632034302,3.7695624828338623,0.0,0.5380512475967407,0.6077148914337158,21.103858947753906,0.002278468105942011,1.6032309532165527,0.0,0.23461362719535828,0.23286890983581543,8.01786994934082,0.5342894792556763,5.935894012451172,0.0,0.8414888978004456,0.9825608134269714,34.189849853515625
68,9112,40000,51.53263854980469,0.0007024566293694079,0.012054361402988434,51.51988220214844,0.24982105195522308,0.777835488319397,0.0,0.49963173270225525,0.5832400321960449,19.035715103149414,0.00023677092394791543,1.2655410766601562,0.0,0.18628637492656708,0.19302093982696533,6.1306843757629395,0.4994053244590759,0.2901298999786377,0.0,0.8129770755767822,0.9734590649604797,31.940744400024414
69,9246,40000,72.83163452148438,0.0006304780254140496,0.00819115899503231,72.82281494140625,0.17575110495090485,18.83629608154297,0.0,0.4267277121543884,0.5735292434692383,16.37350082397461,0.0001141635948442854,0.3681826889514923,0.0,0.2072964757680893,0.20780545473098755,6.986721038818359,0.35138803720474243,37.30440902709961,0.0,0.6461589336395264,0.9392529726028442,25.760282516479492
70,9380,40000,52.03651428222656,0.0005887139122933149,0.009901377372443676,52.026023864746094,0.2552831768989563,0.48469334840774536,0.0,0.5099999904632568,0.5899975299835205,19.18572425842285,2.824989906002884e-06,0.6445234417915344,0.0,0.20040668547153473,0.2016308307647705,6.569758415222168,0.5105635523796082,0.3248632550239563,0.0,0.8195932507514954,0.9783641695976257,31.80168914794922
71,9514,40000,137.5157928466797,0.0005561084253713489,0.010981419123709202,137.50425720214844,0.35138440132141113,33.61368942260742,0.0,0.5992063283920288,0.6010474562644958,23.442352294921875,0.00011975070810876787,0.4661656320095062,0.0,0.2057347297668457,0.209320068359375,6.909677028656006,0.7026490569114685,66.76121520996094,0.0,0.9926778674125671,0.9927748441696167,39.97502899169922
72,9648,40000,70.64994049072266,0.0004518395580817014,0.013034177012741566,70.6364517211914,0.1781715601682663,17.501070022583008,0.0,0.4255782961845398,0.5668033361434937,16.222463607788086,8.858523506205529e-05,0.9429165124893188,0.0,0.19137343764305115,0.1962360143661499,6.413218975067139,0.35625454783439636,34.05922317504883,0.0,0.6597831845283508,0.9373707175254822,26.031709671020508
73,9782,40000,97.60177612304688,0.000603711639996618,0.016485445201396942,97.58468627929688,0.14311270415782928,34.48107147216797,0.0,0.3852047920227051,0.545839786529541,14.898727416992188,0.00027968501672148705,1.1141319274902344,0.0,0.18711788952350616,0.18933528661727905,6.185969352722168,0.28594571352005005,67.84801483154297,0.0,0.5832917094230652,0.9023443460464478,23.61148452758789
